cdek_id;city_name;region_name
8588;Лениногорск;Восточно-Казахстанская обл.
14338;Риддер;Восточно-Казахстанская обл.
10823;Самарское;Восточно-Казахстанская обл.
11150;Серебрянск;Восточно-Казахстанская обл.
11903;Усть-Каменогорск;Восточно-Казахстанская обл.
12725;Шемонаиха;Восточно-Казахстанская обл.
15483;Айша-Биби;Жамбылская обл.
33572;Акбулым;Жамбылская обл.
5070;Байкадам;Жамбылская обл.
5649;Брлик;Жамбылская обл.
5723;Бурное;Жамбылская обл.
6445;Георгиевка;Жамбылская обл.
6610;Гранитогорск;Жамбылская обл.
33573;Гродеково;Жамбылская обл.
15484;Ерназар;Жамбылская обл.
33574;Жалпак-Тобе;Жамбылская обл.
7136;Жанатас;Жамбылская обл.
7677;Каратау;Жамбылская обл.
8062;Коктал;Жамбылская обл.
34904;Корагаты;Жамбылская обл.
8793;Луговое;Жамбылская обл.
9123;Мерке;Жамбылская обл.
9244;Михайловка;Жамбылская обл.
9564;Новотроицкое;Жамбылская обл.
9826;Ойтал;Жамбылская обл.
9989;Отар;Жамбылская обл.
33575;Пригородное;Жамбылская обл.
15485;Степное;Жамбылская обл.
11518;Тараз;Жамбылская обл.
15486;Татты;Жамбылская обл.
14202;Толе Би;Жамбылская обл.
12138;Фурмановка;Жамбылская обл.
12589;Чиганак;Жамбылская обл.
12644;Чу;Жамбылская обл.
14047;Деркул;Западно-Казахстанская обл.
15488;Жангала;Западно-Казахстанская обл.
14075;Зачаганск;Западно-Казахстанская обл.
15489;Казталовка;Западно-Казахстанская обл.
33062;Мичуринское;Западно-Казахстанская обл.
14152;Подстепное;Западно-Казахстанская обл.
15490;Тайпак;Западно-Казахстанская обл.
15491;Трекино;Западно-Казахстанская обл.
11883;Уральск;Западно-Казахстанская обл.
15492;Федоровка;Западно-Казахстанская обл.
13982;Айтеке-Би;Южно-Казахстанская обл.
17395;Актобе (На Абулхаир хана);Актюбинская обл.
4693;Актобе, Казахстан;Актюбинская обл.
4699;Акший;Восточно-Казахстанская обл.
4950;Аршалы;Акмолинская обл.
4975;Атбасар;Акмолинская обл.
4994;Атырау (Гурьев);Атырауская обл.
5071;Байконур;Кызылординская обл.
5110;Балкашино;Акмолинская обл.
8064;Кокшетау;Акмолинская обл.
8199;Костанай;Костанайская обл.
8376;Курчатов;Восточно-Казахстанская обл.
8402;Кызылорда;Кызылординская обл.
12787;Шымкент;Южно-Казахстанская обл.
4582;Абай;Карагандинская обл.
4613;Агадырь;Карагандинская обл.
4670;Акжал;Карагандинская обл.
31962;Акжол;Карагандинская обл.
4690;Актас;Карагандинская обл.
23865;Актау (Темиртау);Карагандинская обл.
33892;Актогай;Карагандинская обл.
4974;Атасу;Карагандинская обл.
5125;Балхаш;Карагандинская обл.
33905;Ботакара, Бухар-Жырауский р-н;Карагандинская обл.
6283;Восточно-Коунрадский;Карагандинская обл.
6706;Гульшад;Карагандинская обл.
6783;Дарьинский;Карагандинская обл.
6882;Джезды;Карагандинская обл.
23998;Доскей;Карагандинская обл.
7082;Егиндыбулак;Карагандинская обл.
14054;Жайрем;Карагандинская обл.
7139;Жарык;Карагандинская обл.
7144;Жезказган;Карагандинская обл.
33243;Жезказган поселок;Карагандинская обл.
7541;Кайракты;Карагандинская обл.
7668;Карагайлы;Карагандинская обл.
7669;Караганда;Карагандинская обл.
7672;Каражал;Карагандинская обл.
7691;Каркаралинск;Карагандинская обл.
7871;Киевка;Карагандинская обл.
37458;Кокпекты;Карагандинская обл.
9525;Никольский;Карагандинская обл.
37518;Новодолинский;Карагандинская обл.
9966;Осакаровка;Карагандинская обл.
22981;Приозерск;Карагандинская обл.
10953;Сарань;Карагандинская обл.
10970;Сарышаган;Карагандинская обл.
34999;Северный Караган;Карагандинская обл.
11584;Темиртау;Карагандинская обл.
11654;Токаревка;Карагандинская обл.
11686;Топар;Карагандинская обл.
11863;Улытау;Карагандинская обл.
11867;Ульяновский;Карагандинская обл.
23087;Уштобе;Карагандинская обл.
38112;Центральное, Бухар-Жырауский р-н;Карагандинская обл.
12704;Шахтинск;Карагандинская обл.
4900;Аралсульфат;Кзыл-Ординская обл.
6867;Джалагаш;Кзыл-Ординская обл.
6920;Джусалы;Кзыл-Ординская обл.
7518;Казалинск;Кзыл-Ординская обл.
9557;Новоказалинск;Кзыл-Ординская обл.
11534;Тасбугет;Кзыл-Ординская обл.
12593;Чиили;Кзыл-Ординская обл.
12981;Яныкурган;Кзыл-Ординская обл.
4799;Амангельды;Костанайская обл.
4920;Аркалык;Костанайская обл.
14074;Затобольск;Костанайская обл.
14086;Камысты, Камыстинский р-н;Костанайская обл.
32843;Караменды, Наурзумский р-н;Костанайская обл.
8692;Лисаковск;Костанайская обл.
9844;Октябрьское;Костанайская обл.
41042;Тогузак;Костанайская обл.
11784;Тургай;Костанайская обл.
5545;Боровской;Костанайская обл.
6901;Джетыгара;Костанайская обл.
7621;Камышное;Костанайская обл.
8127;Комсомолец;Костанайская обл.
8389;Кушмурун;Костанайская обл.
8592;Ленинское;Костанайская обл.
9940;Орджоникидзе;Костанайская обл.
10729;Рудный;Костанайская обл.
11118;Семиозерное;Костанайская обл.
11648;Тобол;Костанайская обл.
11894;Урицкий;Костанайская обл.
4901;Аральск;Кызылординская обл.
15493;Жанакорган;Кызылординская обл.
14199;Теренозек;Кызылординская обл.
13435;Актау;Мангистауская обл.
14010;Акшукур;Мангистауская обл.
5207;Баутино;Мангистауская обл.
5235;Бейнеу;Мангистауская обл.
14052;Енбек-Актау;Мангистауская обл.
14057;Жанаозен;Мангистауская обл.
14117;Курык;Мангистауская обл.
14125;Мангыстау;Мангистауская обл.
14133;Мунайшы;Мангистауская обл.
9575;Новый Узень;Мангистауская обл.
14211;Умирзак;Мангистауская обл.
12079;Форт-Шевченко;Мангистауская обл.
12715;Шевченко;Мангистауская обл.
14228;Шетпе;Мангистауская обл.
15390;Акку (Лебяжье);Павлодарская обл.
7117;Аксу (Ермак);Павлодарская обл.
22984;Аксу-2;Павлодарская обл.
4694;Актогай (Краснокутск);Павлодарская обл.
5217;Баянаул;Павлодарская обл.
15495;Ефремовка;Павлодарская обл.
7147;Железинка;Павлодарская обл.
17385;Жетекши;Павлодарская обл.
7380;Иртышск;Павлодарская обл.
7570;Калкаман;Павлодарская обл.
17386;Кенжеколь;Павлодарская обл.
17384;Ленинский;Павлодарская обл.
8868;Майкаин;Павлодарская обл.
36585;Михайловка, Железинский р-н;Павлодарская обл.
10020;Павлодар;Павлодарская обл.
15496;Павлодарское;Павлодарская обл.
14186;Солнечный;Павлодарская обл.
15497;Теренколь;Павлодарская обл.
11899;Успенка;Павлодарская обл.
14229;Шидерты;Павлодарская обл.
12790;Щербакты;Павлодарская обл.
12830;Экибастуз;Павлодарская обл.
21740;Агынтай Батыра (Златогорка), Айыртауский р-н;Северо-Казахстанская обл.
21735;Айыртау, Айыртауский р-н;Северо-Казахстанская обл.
21753;Айыртауское, Айыртауский р-н;Северо-Казахстанская обл.
21929;Акжан, Тимирязевский р-н;Северо-Казахстанская обл.
21891;Аккудук, Тайыншинский р-н;Северо-Казахстанская обл.
21941;Аккудук, Уалихановский р-н;Северо-Казахстанская обл.
21756;Аксары, Акжарский р-н;Северо-Казахстанская обл.
21734;Аксеновка, Айыртауский р-н;Северо-Казахстанская обл.
21930;Аксуат, Тимирязевский р-н;Северо-Казахстанская обл.
21942;Актуесай, Уалихановский р-н;Северо-Казахстанская обл.
21858;Александровка, Магжана Жумабаева р-н;Северо-Казахстанская обл.
21809;Амангельдинское, Есильский р-н;Северо-Казахстанская обл.
21943;Амангельды, Уалихановский р-н;Северо-Казахстанская обл.
21781;Андреевка, Габита Мусрепова р-н;Северо-Казахстанская обл.
21878;Андреевка, Мамлютский р-н;Северо-Казахстанская обл.
21736;Антоновка, Айыртауский р-н;Северо-Казахстанская обл.
21823;Архангелка, Жамбылский р-н;Северо-Казахстанская обл.
21737;Арыкбалык, Айыртауский р-н;Северо-Казахстанская обл.
21840;Асаново, Кызылжарский р-н;Северо-Казахстанская обл.
21769;Астраханка, Аккайынский р-н;Северо-Казахстанская обл.
21949;Афанасьевка, Шал Акына р-н;Северо-Казахстанская обл.
21879;Афонькино, Мамлютский р-н;Северо-Казахстанская обл.
21757;Ащиколь, Акжарский р-н;Северо-Казахстанская обл.
21824;Баян, Жамбылский р-н;Северо-Казахстанская обл.
21880;Белое, Мамлютский р-н;Северо-Казахстанская обл.
21892;Белоярка, Тайыншинский р-н;Северо-Казахстанская обл.
21944;Бидайыкское, Уалихановский р-н;Северо-Казахстанская обл.
14028;Бишкуль;Северо-Казахстанская обл.
5447;Благовещенка;Северо-Казахстанская обл.
21841;Боголюбово, Кызылжарский р-н;Северо-Казахстанская обл.
21842;Большая Малышка, Кызылжарский р-н;Северо-Казахстанская обл.
21893;Большой Изюм, Тайыншинский р-н;Северо-Казахстанская обл.
21758;Бостандык, Акжарский р-н;Северо-Казахстанская обл.
21843;Бугровое, Кызылжарский р-н;Северо-Казахстанская обл.
21826;Буденное, Жамбылский р-н;Северо-Казахстанская обл.
5701;Булаево;Северо-Казахстанская обл.
21894;Вишневка, Тайыншинский р-н;Северо-Казахстанская обл.
21770;Власовка, Аккайынский р-н;Северо-Казахстанская обл.
21782;Возвышенка, Габита Мусрепова р-н;Северо-Казахстанская обл.
21859;Возвышенка, Магжана Жумабаева р-н;Северо-Казахстанская обл.
21783;Володарское, Габита Мусрепова р-н;Северо-Казахстанская обл.
21738;Володарское,Айыртауский р-н;Северо-Казахстанская обл.
21810;Волошинка, Есильский р-н;Северо-Казахстанская обл.
21881;Воскресеновка, Мамлютский р-н;Северо-Казахстанская обл.
21759;Восходское, Акжарский р-н;Северо-Казахстанская обл.
21784;Гавриловка, Габита Мусрепова р-н;Северо-Казахстанская обл.
21860;Гаврино, Магжана Жумабаева р-н;Северо-Казахстанская обл.
21785;Гаршино, Габита Мусрепова р-н;Северо-Казахстанская обл.
21950;Городецкое, Шал Акына р-н;Северо-Казахстанская обл.
21739;Гусаковка, Айыртауский р-н;Северо-Казахстанская обл.
21895;Дашко-Николаевка, Тайыншинский р-н;Северо-Казахстанская обл.
21931;Дмитриевка, Тимирязевский р-н;Северо-Казахстанская обл.
21932;Докучаево, Тимирязевский р-н;Северо-Казахстанская обл.
21844;Долматово, Кызылжарский р-н;Северо-Казахстанская обл.
21896;Донецкое, Тайыншинский р-н;Северо-Казахстанская обл.
21897;Драгомировка, Тайыншинский р-н;Северо-Казахстанская обл.
21786;Дружба, Габита Мусрепова р-н;Северо-Казахстанская обл.
21933;Дружба, Тимирязевский р-н;Северо-Казахстанская обл.
21882;Дубровное, Мамлютский р-н;Северо-Казахстанская обл.
21827;Екатериновка, Жамбылский р-н;Северо-Казахстанская обл.
21787;Ефимовка, Габита Мусрепова р-н;Северо-Казахстанская обл.
21788;Жарколь, Габита Мусрепова р-н;Северо-Казахстанская обл.
21828;Железное, Жамбылский р-н;Северо-Казахстанская обл.
21811;Заградовка, Есильский р-н;Северо-Казахстанская обл.
21789;Западное, Габита Мусрепова р-н;Северо-Казахстанская обл.
21898;Зеленый Гай, Тайыншинский р-н;Северо-Казахстанская обл.
21845;Знаменское, Кызылжарский р-н;Северо-Казахстанская обл.
21861;Золотая Нива, Магжана Жумабаева р-н;Северо-Казахстанская обл.
21945;Золотая Нива, Уалихановский р-н;Северо-Казахстанская обл.
21899;Иван-Город, Тайыншинский р-н;Северо-Казахстанская обл.
21771;Ивановка, Аккайынский р-н;Северо-Казахстанская обл.
21812;Ильинка, Есильский р-н;Северо-Казахстанская обл.
21900;Ильич, Тайыншинский р-н;Северо-Казахстанская обл.
21901;Ильичевка, Тайыншинский р-н;Северо-Казахстанская обл.
21741;Имантау, Айыртауский р-н;Северо-Казахстанская обл.
21934;Ишимское, Тимирязевский р-н;Северо-Казахстанская обл.
21742;Казанка, Айыртауский р-н;Северо-Казахстанская обл.
21829;Казанка, Жамбылский р-н;Северо-Казахстанская обл.
21760;Казанское, Акжарский р-н;Северо-Казахстанская обл.
21830;Кайранколь, Жамбылский р-н;Северо-Казахстанская обл.
21902;Калиновка, Тайыншинский р-н;Северо-Казахстанская обл.
21743;Каменный Брод, Айыртауский р-н;Северо-Казахстанская обл.
21813;Караагаш, Есильский р-н;Северо-Казахстанская обл.
21903;Караагаш, Тайыншинский р-н;Северо-Казахстанская обл.
21862;Каракога, Магжана Жумабаева р-н;Северо-Казахстанская обл.
7810;Келлеровка;Северо-Казахстанская обл.
7862;Кзылту;Северо-Казахстанская обл.
21761;Киевское, Акжарский р-н;Северо-Казахстанская обл.
21744;Кирилловка, Айыртауский р-н;Северо-Казахстанская обл.
21905;Кирово, Тайыншинский р-н;Северо-Казахстанская обл.
14101;Кишкенеколь;Северо-Казахстанская обл.
21772;Киялы, Аккайынский р-н;Северо-Казахстанская обл.
21831;Кладбинка, Жамбылский р-н;Северо-Казахстанская обл.
21946;Кобенсай, Уалихановский р-н;Северо-Казахстанская обл.
21790;Ковыльное, Габита Мусрепова р-н;Северо-Казахстанская обл.
21947;Коктерек, Уалихановский р-н;Северо-Казахстанская обл.
21762;Коммунизм, Акжарский р-н;Северо-Казахстанская обл.
21935;Комсомольское, Тимирязевский р-н;Северо-Казахстанская обл.
21745;Константиновка, Айыртауский р-н;Северо-Казахстанская обл.
21863;Конюхово, Магжана Жумабаева р-н;Северо-Казахстанская обл.
8171;Корнеевка;Северо-Казахстанская обл.
21906;Котовское, Тайыншинский р-н;Северо-Казахстанская обл.
21907;Красная Поляна, Тайыншинский р-н;Северо-Казахстанская обл.
21908;Краснодольское, Тайыншинский р-н;Северо-Казахстанская обл.
21883;Краснознаменное, Мамлютский р-н;Северо-Казахстанская обл.
